"table","column","property","type","nullable","status","table_purpose","assessment","schema","introduced_in","read_evidence","write_evidence","review_evidence","database_dependencies"
"matter_tasks","is_done","isDone","boolean","false","ACTIVE","Assignable ordered matter tasks and due dates.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/matter-tasks.ts:28","0074_bored_felicia_hardy","apps/api/src/modules/home/sections/tasks.ts:153; apps/api/src/modules/matter-tasks/routes.ts:74; apps/api/src/modules/matter-tasks/routes.ts:102","apps/api/src/modules/matter-tasks/routes.ts:313","apps/api/src/modules/home/sections/tasks.ts:153; apps/api/src/modules/matter-tasks/routes.ts:74; apps/api/src/modules/matter-tasks/routes.ts:102",""
"matter_tasks","assignee_id","assigneeId","text","true","ACTIVE","Assignable ordered matter tasks and due dates.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/matter-tasks.ts:29","0074_bored_felicia_hardy","apps/api/src/modules/home/sections/tasks.ts:152; apps/api/src/modules/matter-tasks/routes.ts:75; apps/api/src/modules/matter-tasks/routes.ts:82; apps/api/src/modules/matter-tasks/routes.ts:103","apps/api/src/modules/matter-tasks/create.ts:76","apps/api/src/modules/home/sections/tasks.ts:152; apps/api/src/modules/matter-tasks/routes.ts:75; apps/api/src/modules/matter-tasks/routes.ts:82; apps/api/src/modules/matter-tasks/routes.ts:103","index:matter_tasks_assignee_due_idx; foreign_key:matter_tasks_assignee_id_users_id_fk"
"matter_tasks","due_date","dueDate","date","true","ACTIVE","Assignable ordered matter tasks and due dates.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/matter-tasks.ts:31","0074_bored_felicia_hardy","apps/api/src/modules/home/sections/tasks.ts:141; apps/api/src/modules/home/sections/tasks.ts:142; apps/api/src/modules/home/sections/tasks.ts:154; apps/api/src/modules/matter-tasks/routes.ts:78; apps/api/src/modules/matter-tasks/routes.ts:84","apps/api/src/modules/matter-tasks/create.ts:77","apps/api/src/modules/home/sections/tasks.ts:141; apps/api/src/modules/home/sections/tasks.ts:142; apps/api/src/modules/home/sections/tasks.ts:154; apps/api/src/modules/matter-tasks/routes.ts:78","index:matter_tasks_assignee_due_idx"
"matter_tasks","display_order","displayOrder","integer","false","ACTIVE","Assignable ordered matter tasks and due dates.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/matter-tasks.ts:32","0074_bored_felicia_hardy","apps/api/src/modules/matter-tasks/create.ts:58; apps/api/src/modules/matter-tasks/routes.ts:79; apps/api/src/modules/matter-tasks/routes.ts:84; apps/api/src/modules/matter-tasks/routes.ts:105","apps/api/src/modules/matter-tasks/create.ts:78; apps/api/src/modules/matter-tasks/routes.ts:360","apps/api/src/modules/matter-tasks/create.ts:58; apps/api/src/modules/matter-tasks/routes.ts:79; apps/api/src/modules/matter-tasks/routes.ts:84; apps/api/src/modules/matter-tasks/routes.ts:105","index:matter_tasks_matter_order_idx"
"matter_tasks","created_at","createdAt","timestamp with time zone","false","PASSIVE_METADATA","Assignable ordered matter tasks and due dates.","Stamped on insertion. No application reader identified after projections and generic helpers were checked. Retained by schema timestamp convention; not proven functionally integral.","packages/db/src/schema/matter-tasks.ts:33","0074_bored_felicia_hardy","","","packages/db/src/schema/matter-tasks.ts:33; docs/decision-records/SCHEMA.md:18",""
"matter_tasks","updated_at","updatedAt","timestamp with time zone","false","PASSIVE_METADATA","Assignable ordered matter tasks and due dates.","Automatically refreshed by Drizzle. No application reader identified after projections and generic helpers were checked. Retained by schema timestamp convention; not proven functionally integral.","packages/db/src/schema/matter-tasks.ts:34","0074_bored_felicia_hardy","","","packages/db/src/schema/matter-tasks.ts:34; docs/decision-records/SCHEMA.md:18",""
"matter_team","matter_id","matterId","text","false","ACTIVE","Role-tagged matter membership and authorization in dev.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/matter-team.ts:15","0071_parched_ronan","apps/api/src/lib/task-assignment.ts:39; apps/api/src/lib/matter-access.ts:37; apps/api/src/lib/matter-access.ts:103; apps/api/src/lib/matter-access.ts:144; apps/api/src/lib/matter-access.ts:184","apps/api/src/lib/task-assignment.ts:59; apps/api/src/modules/matters/create.ts:192; apps/api/src/modules/matters/routes.ts:1241","apps/api/src/lib/task-assignment.ts:39; apps/api/src/lib/matter-access.ts:37; apps/api/src/lib/matter-access.ts:103; apps/api/src/lib/matter-access.ts:144","foreign_key:matter_team_matter_id_matters_id_fk; primary_key:matter_team_pkey"
"matter_team","user_id","userId","text","false","ACTIVE","Role-tagged matter membership and authorization in dev.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/matter-team.ts:18","0071_parched_ronan","apps/api/src/lib/matter-access.ts:39; apps/api/src/lib/matter-access.ts:103; apps/api/src/lib/matter-access.ts:145; apps/api/src/lib/matter-access.ts:182; apps/api/src/lib/contract-access.ts:366","apps/api/src/lib/task-assignment.ts:59; apps/api/src/modules/matters/create.ts:192; apps/api/src/modules/matters/routes.ts:1241","apps/api/src/lib/matter-access.ts:39; apps/api/src/lib/matter-access.ts:103; apps/api/src/lib/matter-access.ts:145; apps/api/src/lib/matter-access.ts:182","index:matter_team_user_idx; foreign_key:matter_team_user_id_users_id_fk; primary_key:matter_team_pkey"
"matter_team","role","role","text","false","ACTIVE","Role-tagged matter membership and authorization in dev.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/matter-team.ts:21","0071_parched_ronan","apps/api/src/lib/matter-access.ts:101; apps/api/src/modules/matters/routes.ts:252; apps/api/src/modules/matters/routes.ts:257; apps/api/src/modules/matters/routes.ts:1297","apps/api/src/lib/task-assignment.ts:59; apps/api/src/modules/matters/create.ts:192; apps/api/src/modules/matters/routes.ts:1241","apps/api/src/lib/matter-access.ts:101; apps/api/src/modules/matters/routes.ts:252; apps/api/src/modules/matters/routes.ts:257; apps/api/src/modules/matters/routes.ts:1297","primary_key:matter_team_pkey; check:matter_team_role_check"
"matter_team","created_at","createdAt","timestamp with time zone","false","PASSIVE_METADATA","Role-tagged matter membership and authorization in dev.","Stamped on insertion. No application reader identified after projections and generic helpers were checked. Retained by schema timestamp convention; not proven functionally integral.","packages/db/src/schema/matter-team.ts:22","0071_parched_ronan","","","packages/db/src/schema/matter-team.ts:22; docs/decision-records/SCHEMA.md:18",""
"matter_template_key_dates","id","id","text","false","ACTIVE","Template date labels/notes and offsets expanded at matter creation.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/matter-templates.ts:112","0079_gigantic_lester","apps/api/src/modules/matters/create.ts:111; apps/api/src/modules/matter-templates/routes.ts:192; apps/api/src/modules/matter-templates/routes.ts:606; apps/api/src/modules/matter-templates/routes.ts:127","","apps/api/src/modules/matters/create.ts:111; apps/api/src/modules/matter-templates/routes.ts:192; apps/api/src/modules/matter-templates/routes.ts:606; apps/api/src/modules/matter-templates/routes.ts:127","foreign_key:matter_template_key_dates_matter_template_id_matter_templates_id_fk; primary_key:matter_template_key_dates_pkey"
"matter_template_key_dates","matter_template_id","matterTemplateId","text","false","ACTIVE","Template date labels/notes and offsets expanded at matter creation.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/matter-templates.ts:113","0079_gigantic_lester","apps/api/src/modules/matters/create.ts:110; apps/api/src/modules/matters/routes.ts:654; apps/api/src/modules/matters/routes.ts:656; apps/api/src/modules/matter-templates/routes.ts:188; apps/api/src/modules/matter-templates/routes.ts:190","","apps/api/src/modules/matters/create.ts:110; apps/api/src/modules/matters/routes.ts:654; apps/api/src/modules/matters/routes.ts:656; apps/api/src/modules/matter-templates/routes.ts:188","index:matter_template_key_dates_order_idx; foreign_key:matter_template_key_dates_matter_template_id_matter_templates_id_fk"
"matter_template_key_dates","label","label","text","false","ACTIVE","Template date labels/notes and offsets expanded at matter creation.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/matter-templates.ts:116","0079_gigantic_lester","apps/api/src/modules/matters/create.ts:226; apps/api/src/modules/matters/create.ts:236; apps/api/src/modules/matter-templates/routes.ts:128","","apps/api/src/modules/matters/create.ts:226; apps/api/src/modules/matters/create.ts:236; apps/api/src/modules/matter-templates/routes.ts:128","check:matter_template_key_dates_label_check"
"matter_template_key_dates","offset_days","offsetDays","integer","false","ACTIVE","Template date labels/notes and offsets expanded at matter creation.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/matter-templates.ts:117","0079_gigantic_lester","apps/api/src/modules/matters/create.ts:220; apps/api/src/modules/matter-templates/routes.ts:129","","apps/api/src/modules/matters/create.ts:220; apps/api/src/modules/matter-templates/routes.ts:129","check:matter_template_key_dates_offset_check"
"matter_template_key_dates","note","note","text","true","ACTIVE","Template date labels/notes and offsets expanded at matter creation.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/matter-templates.ts:118","0079_gigantic_lester","apps/api/src/modules/matters/create.ts:227; apps/api/src/modules/matter-templates/routes.ts:130","","apps/api/src/modules/matters/create.ts:227; apps/api/src/modules/matter-templates/routes.ts:130","check:matter_template_key_dates_note_check"
"matter_template_key_dates","display_order","displayOrder","integer","false","ACTIVE","Template date labels/notes and offsets expanded at matter creation.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/matter-templates.ts:119","0079_gigantic_lester","apps/api/src/modules/matters/create.ts:111; apps/api/src/modules/matter-templates/routes.ts:191; apps/api/src/modules/matter-templates/routes.ts:606; apps/api/src/modules/matter-templates/routes.ts:131","","apps/api/src/modules/matters/create.ts:111; apps/api/src/modules/matter-templates/routes.ts:191; apps/api/src/modules/matter-templates/routes.ts:606; apps/api/src/modules/matter-templates/routes.ts:131","index:matter_template_key_dates_order_idx; check:matter_template_key_dates_order_check"
"matter_template_tasks","id","id","text","false","ACTIVE","Template tasks and relative due dates/assignee roles.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/matter-templates.ts:77","0079_gigantic_lester","apps/api/src/modules/matters/create.ts:106; apps/api/src/modules/matter-templates/routes.ts:183; apps/api/src/modules/matter-templates/routes.ts:543; apps/api/src/modules/matter-templates/routes.ts:117","","apps/api/src/modules/matters/create.ts:106; apps/api/src/modules/matter-templates/routes.ts:183; apps/api/src/modules/matter-templates/routes.ts:543; apps/api/src/modules/matter-templates/routes.ts:117","foreign_key:matter_template_tasks_matter_template_id_matter_templates_id_fk; primary_key:matter_template_tasks_pkey"
"matter_template_tasks","matter_template_id","matterTemplateId","text","false","ACTIVE","Template tasks and relative due dates/assignee roles.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/matter-templates.ts:78","0079_gigantic_lester","apps/api/src/modules/matters/create.ts:105; apps/api/src/modules/matters/routes.ts:650; apps/api/src/modules/matters/routes.ts:652; apps/api/src/modules/matter-templates/routes.ts:179; apps/api/src/modules/matter-templates/routes.ts:181","","apps/api/src/modules/matters/create.ts:105; apps/api/src/modules/matters/routes.ts:650; apps/api/src/modules/matters/routes.ts:652; apps/api/src/modules/matter-templates/routes.ts:179","index:matter_template_tasks_order_idx; foreign_key:matter_template_tasks_matter_template_id_matter_templates_id_fk"
"matter_template_tasks","title","title","text","false","ACTIVE","Template tasks and relative due dates/assignee roles.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/matter-templates.ts:81","0079_gigantic_lester","apps/api/src/modules/matters/create.ts:213; apps/api/src/modules/matter-templates/routes.ts:118","","apps/api/src/modules/matters/create.ts:213; apps/api/src/modules/matter-templates/routes.ts:118","check:matter_template_tasks_title_check"
"matter_template_tasks","due_offset_days","dueOffsetDays","integer","true","ACTIVE","Template tasks and relative due dates/assignee roles.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/matter-templates.ts:82","0079_gigantic_lester","apps/api/src/modules/matters/create.ts:215; apps/api/src/modules/matter-templates/routes.ts:119","","apps/api/src/modules/matters/create.ts:215; apps/api/src/modules/matter-templates/routes.ts:119","check:matter_template_tasks_due_offset_check"
"matter_template_tasks","assignee_role","assigneeRole","text","false","ACTIVE","Template tasks and relative due dates/assignee roles.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/matter-templates.ts:83","0079_gigantic_lester","apps/api/src/modules/matters/create.ts:214; apps/api/src/modules/matter-templates/routes.ts:120","","apps/api/src/modules/matters/create.ts:214; apps/api/src/modules/matter-templates/routes.ts:120","check:matter_template_tasks_assignee_role_check"
"matter_template_tasks","display_order","displayOrder","integer","false","ACTIVE","Template tasks and relative due dates/assignee roles.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/matter-templates.ts:86","0079_gigantic_lester","apps/api/src/modules/matters/create.ts:106; apps/api/src/modules/matter-templates/routes.ts:182; apps/api/src/modules/matter-templates/routes.ts:543; apps/api/src/modules/matter-templates/routes.ts:121","","apps/api/src/modules/matters/create.ts:106; apps/api/src/modules/matter-templates/routes.ts:182; apps/api/src/modules/matter-templates/routes.ts:543; apps/api/src/modules/matter-templates/routes.ts:121","index:matter_template_tasks_order_idx; check:matter_template_tasks_order_check"
"matter_templates","id","id","text","false","ACTIVE","Reusable matter defaults with task/date templates.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/matter-templates.ts:29","0077_fearless_maximus","apps/api/src/modules/matters/create.ts:89; apps/api/src/modules/matter-templates/routes.ts:233; apps/api/src/modules/matter-templates/routes.ts:319; apps/api/src/modules/matter-templates/routes.ts:444; apps/api/src/modules/matter-templates/routes.ts:497","","apps/api/src/modules/matters/create.ts:89; apps/api/src/modules/matter-templates/routes.ts:233; apps/api/src/modules/matter-templates/routes.ts:319; apps/api/src/modules/matter-templates/routes.ts:444","foreign_key:matter_templates_matter_type_id_matter_types_id_fk; primary_key:matter_templates_pkey"
"matter_templates","matter_type_id","matterTypeId","text","false","ACTIVE","Reusable matter defaults with task/date templates.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/matter-templates.ts:30","0077_fearless_maximus","apps/api/src/modules/matters/routes.ts:648; apps/api/src/modules/matter-templates/routes.ts:270; apps/api/src/modules/matter-templates/routes.ts:277; apps/api/src/modules/matter-templates/routes.ts:318; apps/api/src/modules/matters/create.ts:96","apps/api/src/modules/matter-templates/routes.ts:366","apps/api/src/modules/matters/routes.ts:648; apps/api/src/modules/matter-templates/routes.ts:270; apps/api/src/modules/matter-templates/routes.ts:277; apps/api/src/modules/matter-templates/routes.ts:318","index:matter_templates_type_idx; index:matter_templates_name_idx; foreign_key:matter_templates_matter_type_id_matter_types_id_fk"
"matter_templates","name","name","text","false","ACTIVE","Reusable matter defaults with task/date templates.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/matter-templates.ts:33","0077_fearless_maximus","apps/api/src/modules/matters/routes.ts:648; apps/api/src/modules/matter-templates/routes.ts:281; apps/api/src/modules/matters/create.ts:205; apps/api/src/modules/matters/routes.ts:685; apps/api/src/modules/matter-templates/routes.ts:147","apps/api/src/modules/matter-templates/routes.ts:367","apps/api/src/modules/matters/routes.ts:648; apps/api/src/modules/matter-templates/routes.ts:281; apps/api/src/modules/matters/create.ts:205; apps/api/src/modules/matters/routes.ts:685","index:matter_templates_type_idx; index:matter_templates_name_idx; foreign_key:matter_templates_matter_type_id_matter_types_id_fk; check:matter_templates_default_priority_check; check:matter_templates_default_risk_check"
"matter_templates","description","description","text","true","ACTIVE","Reusable matter defaults with task/date templates.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/matter-templates.ts:34","0077_fearless_maximus","apps/api/src/modules/matters/routes.ts:686; apps/api/src/modules/matter-templates/routes.ts:148","apps/api/src/modules/matter-templates/routes.ts:368","apps/api/src/modules/matters/routes.ts:686; apps/api/src/modules/matter-templates/routes.ts:148",""
"matter_templates","default_priority","defaultPriority","text","true","ACTIVE","Reusable matter defaults with task/date templates.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/matter-templates.ts:35","0077_fearless_maximus","apps/api/src/modules/matters/create.ts:183; apps/api/src/modules/matters/routes.ts:687; apps/api/src/modules/matter-templates/routes.ts:149","apps/api/src/modules/matter-templates/routes.ts:369","apps/api/src/modules/matters/create.ts:183; apps/api/src/modules/matters/routes.ts:687; apps/api/src/modules/matter-templates/routes.ts:149","check:matter_templates_default_priority_check"
"matter_templates","default_risk","defaultRisk","text","true","ACTIVE","Reusable matter defaults with task/date templates.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/matter-templates.ts:36","0077_fearless_maximus","apps/api/src/modules/matters/create.ts:184; apps/api/src/modules/matters/routes.ts:688; apps/api/src/modules/matter-templates/routes.ts:150","apps/api/src/modules/matter-templates/routes.ts:370","apps/api/src/modules/matters/create.ts:184; apps/api/src/modules/matters/routes.ts:688; apps/api/src/modules/matter-templates/routes.ts:150","check:matter_templates_default_risk_check"
"matter_templates","default_custom_fields","defaultCustomFields","jsonb","true","ACTIVE","Reusable matter defaults with task/date templates.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/matter-templates.ts:37","0077_fearless_maximus","apps/api/src/modules/matters/create.ts:161; apps/api/src/modules/matters/routes.ts:690; apps/api/src/modules/matter-templates/routes.ts:142; apps/api/src/modules/matter-templates/routes.ts:489","apps/api/src/modules/matter-templates/routes.ts:496","apps/api/src/modules/matters/create.ts:161; apps/api/src/modules/matters/routes.ts:690; apps/api/src/modules/matter-templates/routes.ts:142; apps/api/src/modules/matter-templates/routes.ts:489",""
"matter_templates","title_prefix","titlePrefix","text","true","ACTIVE","Reusable matter defaults with task/date templates.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/matter-templates.ts:38","0077_fearless_maximus","apps/api/src/modules/matters/routes.ts:694; apps/api/src/modules/matter-templates/routes.ts:151","apps/api/src/modules/matter-templates/routes.ts:371","apps/api/src/modules/matters/routes.ts:694; apps/api/src/modules/matter-templates/routes.ts:151",""
"matter_templates","archived_at","archivedAt","timestamp with time zone","true","ACTIVE","Reusable matter defaults with task/date templates.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/matter-templates.ts:39","0077_fearless_maximus","apps/api/src/modules/matters/routes.ts:647; apps/api/src/modules/matter-templates/routes.ts:272; apps/api/src/modules/matters/create.ts:96; apps/api/src/modules/matter-templates/routes.ts:152; apps/api/src/modules/matter-templates/routes.ts:659","apps/api/src/modules/matter-templates/routes.ts:662; apps/api/src/modules/matter-templates/routes.ts:699","apps/api/src/modules/matters/routes.ts:647; apps/api/src/modules/matter-templates/routes.ts:272; apps/api/src/modules/matters/create.ts:96; apps/api/src/modules/matter-templates/routes.ts:152","index:matter_templates_name_idx"
"matter_templates","created_at","createdAt","timestamp with time zone","false","ACTIVE","Reusable matter defaults with task/date templates.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/matter-templates.ts:40","0077_fearless_maximus","apps/api/src/modules/matter-templates/routes.ts:282","","apps/api/src/modules/matter-templates/routes.ts:282",""
"matter_templates","updated_at","updatedAt","timestamp with time zone","false","PASSIVE_METADATA","Reusable matter defaults with task/date templates.","Automatically refreshed by Drizzle. No application reader identified after projections and generic helpers were checked. Retained by schema timestamp convention; not proven functionally integral.","packages/db/src/schema/matter-templates.ts:41","0077_fearless_maximus","","","packages/db/src/schema/matter-templates.ts:41; docs/decision-records/SCHEMA.md:18",""
"matter_type_fields","matter_type_id","typeId","text","false","ACTIVE_GENERIC","Matter Type field attachments, ordering and required-field validation.","Shared field-attachment routes and validation read/write the supplied join table; created_at breaks order ties.","packages/db/src/schema/matter-type-fields.ts:23","0012_matter_types","apps/api/src/modules/matters/routes.ts:375; apps/api/src/modules/matter-templates/routes.ts:195; apps/api/src/modules/matter-templates/routes.ts:198","","apps/api/src/lib/custom-fields.ts:118; apps/api/src/lib/type-field-routes.ts:210","foreign_key:matter_type_fields_matter_type_id_matter_types_id_fk; primary_key:matter_type_fields_matter_type_id_field_id_pk"
"matter_type_fields","field_id","fieldId","text","false","ACTIVE_GENERIC","Matter Type field attachments, ordering and required-field validation.","Shared field-attachment routes and validation read/write the supplied join table; created_at breaks order ties.","packages/db/src/schema/helpers.ts:37","0012_matter_types","apps/api/src/modules/matters/routes.ts:374; apps/api/src/modules/matter-templates/routes.ts:197","","apps/api/src/lib/custom-fields.ts:118; apps/api/src/lib/type-field-routes.ts:210","index:matter_type_fields_field_id_idx; foreign_key:matter_type_fields_field_id_fields_id_fk; primary_key:matter_type_fields_matter_type_id_field_id_pk"
"matter_type_fields","display_order","displayOrder","integer","false","ACTIVE_GENERIC","Matter Type field attachments, ordering and required-field validation.","Shared field-attachment routes and validation read/write the supplied join table; created_at breaks order ties.","packages/db/src/schema/helpers.ts:37","0012_matter_types","","","apps/api/src/lib/custom-fields.ts:118; apps/api/src/lib/type-field-routes.ts:210",""
"matter_type_fields","is_required","isRequired","boolean","false","ACTIVE_GENERIC","Matter Type field attachments, ordering and required-field validation.","Shared field-attachment routes and validation read/write the supplied join table; created_at breaks order ties.","packages/db/src/schema/helpers.ts:37","0012_matter_types","apps/api/src/modules/matters/routes.ts:376","","apps/api/src/lib/custom-fields.ts:118; apps/api/src/lib/type-field-routes.ts:210",""
"matter_type_fields","created_at","createdAt","timestamp with time zone","false","ACTIVE_GENERIC","Matter Type field attachments, ordering and required-field validation.","Shared field-attachment routes and validation read/write the supplied join table; created_at breaks order ties.","packages/db/src/schema/helpers.ts:37","0012_matter_types","","","apps/api/src/lib/custom-fields.ts:118; apps/api/src/lib/type-field-routes.ts:210",""
"matter_types","id","id","text","false","ACTIVE","Configurable Matter Types.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/helpers.ts:37","0012_matter_types","apps/api/src/modules/matters/create.ts:72; apps/api/src/modules/matters/create.ts:77; apps/api/src/modules/matters/routes.ts:241; apps/api/src/modules/matters/routes.ts:350; apps/api/src/modules/matters/routes.ts:542","","apps/api/src/modules/matters/create.ts:72; apps/api/src/modules/matters/create.ts:77; apps/api/src/modules/matters/routes.ts:241; apps/api/src/modules/matters/routes.ts:350","primary_key:matter_types_pkey"
"matter_types","slug","slug","text","false","ACTIVE","Configurable Matter Types.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/helpers.ts:37","0012_matter_types","apps/api/src/modules/matters/routes.ts:616; apps/api/src/lib/taxonomy-routes.ts:256; apps/api/src/lib/taxonomy-routes.ts:363; apps/api/src/lib/taxonomy-routes.ts:562; apps/api/src/lib/taxonomy-routes.ts:574","","apps/api/src/modules/matters/routes.ts:616; apps/api/src/lib/taxonomy-routes.ts:256; apps/api/src/lib/taxonomy-routes.ts:363; apps/api/src/lib/taxonomy-routes.ts:562","index:matter_types_slug_unique"
"matter_types","display_name","displayName","text","false","ACTIVE","Configurable Matter Types.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/helpers.ts:37","0012_matter_types","apps/api/src/modules/matters/create.ts:73; apps/api/src/modules/matters/routes.ts:228; apps/api/src/modules/matters/routes.ts:322; apps/api/src/modules/matters/routes.ts:535; apps/api/src/modules/matters/routes.ts:617","","apps/api/src/modules/matters/create.ts:73; apps/api/src/modules/matters/routes.ts:228; apps/api/src/modules/matters/routes.ts:322; apps/api/src/modules/matters/routes.ts:535",""
"matter_types","description","description","text","true","ACTIVE","Configurable Matter Types.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/helpers.ts:37","0012_matter_types","apps/api/src/lib/taxonomy-routes.ts:258; apps/api/src/lib/taxonomy-routes.ts:504; apps/api/src/lib/taxonomy-routes.ts:532","","apps/api/src/lib/taxonomy-routes.ts:258; apps/api/src/lib/taxonomy-routes.ts:504; apps/api/src/lib/taxonomy-routes.ts:532",""
"matter_types","display_order","displayOrder","integer","false","ACTIVE","Configurable Matter Types.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/helpers.ts:37","0012_matter_types","apps/api/src/modules/matters/routes.ts:621; apps/api/src/modules/matter-templates/routes.ts:280; apps/api/src/lib/taxonomy-routes.ts:259; apps/api/src/lib/taxonomy-routes.ts:619","","apps/api/src/modules/matters/routes.ts:621; apps/api/src/modules/matter-templates/routes.ts:280; apps/api/src/lib/taxonomy-routes.ts:259; apps/api/src/lib/taxonomy-routes.ts:619",""
"matter_types","is_system_default","isSystemDefault","boolean","false","REVIEW_API_ONLY","Configurable Matter Types.","Seed provenance is serialized by the API. No shipped UI behavior or permission/default-selection rule consumes the flag; protected rows are identified by slug. Deprecate the response property before any removal.","packages/db/src/schema/helpers.ts:37","0012_matter_types","apps/api/src/lib/taxonomy-routes.ts:260","","apps/api/src/lib/taxonomy-routes.ts:254; apps/api/src/lib/taxonomy-routes.ts:363; apps/api/src/modules/contract-statuses/routes.ts:66; apps/api/src/modules/matter-statuses/routes.ts:48",""
"matter_types","archived_at","archivedAt","timestamp with time zone","true","ACTIVE","Configurable Matter Types.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/helpers.ts:37","0012_matter_types","apps/api/src/modules/matters/create.ts:74; apps/api/src/modules/matters/routes.ts:620; apps/api/src/modules/matters/routes.ts:994; apps/api/src/modules/requests/projection.ts:138; apps/api/src/lib/taxonomy-routes.ts:261","","apps/api/src/modules/matters/create.ts:74; apps/api/src/modules/matters/routes.ts:620; apps/api/src/modules/matters/routes.ts:994; apps/api/src/modules/requests/projection.ts:138",""
"matter_types","created_at","createdAt","timestamp with time zone","false","ACTIVE","Configurable Matter Types.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/helpers.ts:37","0012_matter_types","apps/api/src/modules/matters/routes.ts:621","","apps/api/src/modules/matters/routes.ts:621",""
"matter_types","updated_at","updatedAt","timestamp with time zone","false","PASSIVE_METADATA","Configurable Matter Types.","Automatically refreshed by Drizzle. No application reader identified after projections and generic helpers were checked. Retained by schema timestamp convention; not proven functionally integral.","packages/db/src/schema/helpers.ts:37","0012_matter_types","","","packages/db/src/schema/helpers.ts:37; docs/decision-records/SCHEMA.md:18",""
"matters","id","id","text","false","ACTIVE","Matter lifecycle, hierarchy, ownership, custom fields and confidentiality.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/matters.ts:28","0071_parched_ronan","apps/api/src/lib/matter-relations.ts:45; apps/api/src/lib/matter-relations.ts:55; apps/api/src/lib/matter-relations.ts:63; apps/api/src/lib/matter-relations.ts:64; apps/api/src/lib/matter-access.ts:35","","apps/api/src/lib/matter-relations.ts:45; apps/api/src/lib/matter-relations.ts:55; apps/api/src/lib/matter-relations.ts:63; apps/api/src/lib/matter-relations.ts:64","index:matters_unverified_idx; foreign_key:matters_matter_type_id_matter_types_id_fk; foreign_key:matters_status_id_matter_statuses_id_fk; foreign_key:matters_manager_id_users_id_fk; foreign_key:matters_parent_id_matters_id_fk; foreign_key:matters_created_by_users_id_fk; check:matters_parent_self_check; primary_key:matters_pkey"
